"date","obs_chl_ugl","mean","min","max","ens_1","ens_2","ens_3","ens_4","ens_5","ens_6","ens_7","ens_8","ens_9","ens_10","ens_11","ens_12","ens_13","ens_14","ens_15","ens_16","ens_17","ens_18","ens_19","ens_20","ens_21","ens_22","ens_23","ens_24","ens_25","Past","Future","y"
2021-05-23,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,21.4793281768007,2021-05-20,2021-05-27,55
2021-05-24,30.5912333502364,26.6526027127894,21.4265531089134,32.7935917914305,24.8922982859161,29.9314882043395,26.9232804396954,23.1191803544997,27.9341237419708,26.0658818009464,27.5480412996722,24.497344781413,24.7271358682774,24.999808553126,27.8023781741712,26.6765800155743,32.7935917914305,25.4787070277688,23.7156527564399,28.5552364024162,30.2438182799077,31.514138093607,24.9866465648536,25.369437139351,28.882239705572,27.0821663129629,21.4265531089134,25.0897359665583,26.0596031503521,2021-05-20,2021-05-27,55
2021-05-25,22.5808791716556,33.406452951337,28.3825007013975,40.6074878300421,29.4961600354953,34.2100592690194,32.0169896934893,35.4611496241184,29.4844100980977,37.5735518683669,40.6074878300421,34.5906852886135,40.2259268158881,32.6335315454286,31.0378923709692,31.3316683139062,31.8527251323008,30.5819429360598,30.3531520459979,32.131632924689,31.0886415941626,36.0330185898601,28.3825007013975,35.9315138149646,32.3242445355383,31.6082687175473,34.6242398429272,32.4894895865448,39.0904406079991,2021-05-20,2021-05-27,55
2021-05-26,29.7729988142094,25.7159224239568,16.879009700324,33.7240310541769,27.57646225524,24.9389838803095,27.6066972435696,33.7240310541769,22.0869242019068,24.8115377507604,23.3105928393166,26.868742861211,25.6884156327149,28.6144802934789,30.2608018498941,21.2128047844946,21.1859852225014,32.4631838467191,19.9790123216397,26.7671633881088,27.2894374338483,29.8176540691528,21.8611417350632,16.879009700324,30.0879665039083,24.3776566815959,25.0587145353142,22.4442112950536,27.9864492186161,2021-05-20,2021-05-27,55
2021-05-27,23.8562795160715,30.0956189123099,21.3368105542905,36.3452265496563,23.0513033069155,32.3077030699821,31.4862821943546,26.8678305326368,35.5939609414088,32.7739999659706,34.5338767119185,31.8711404493272,25.7806207717372,29.6049642226257,30.7083095615824,30.0762550834638,36.3452265496563,34.9901718822914,28.2443326624688,23.914474241821,29.2897243091903,21.3368105542905,27.5776448364746,26.5211054334151,33.3288356775559,33.1030956679436,30.3977686182003,32.8674332839493,29.8176022785675,2021-05-20,2021-05-27,55
2021-05-28,20.8075057069101,32.0557513507224,26.065455144092,41.0849742275924,32.962258624964,28.7093205199461,27.1434990634092,33.4303419299249,30.9757347663758,28.9775390294039,34.4337543388426,38.3459208381933,38.5394573770053,32.6424768603789,30.4555499968758,27.2999133266011,30.8917613294415,26.065455144092,30.4992624545298,33.563004695619,32.1847458883081,30.2639050692975,37.2636221965574,26.430445381145,33.309284612108,33.7629985313548,31.0586119082992,41.0849742275924,31.0999456577947,2021-05-20,2021-05-27,55
2021-05-29,32.457926806805,42.2770808499481,31.6689188069044,52.3403992166475,43.1271108004287,43.7766005183336,40.7190155390964,44.4788845715986,41.5615374256288,40.3372116798634,52.3403992166475,43.3568985192817,44.9366512427086,47.6366591144156,31.6689188069044,48.3849001490209,40.1735341569455,42.7580332190657,50.6762731597386,50.0849993659376,37.0295908733954,34.3044714653242,48.629722774344,35.76040876596,37.0672171324693,33.5404334420567,41.4508040150209,41.5269279358589,41.5998173586571,2021-05-20,2021-05-27,55
2021-05-30,32.2002172111564,30.8602782424383,18.532103687533,41.1429564498131,29.9893724333577,33.6264802171073,27.160968094972,27.1891160328133,34.5821259127693,18.532103687533,19.0642425028636,19.8832718742955,29.4573652362952,29.9640752060929,40.4293769354722,29.0447684711897,37.443102005646,35.1124912561471,39.2125356805,19.5485997251408,41.1429564498131,37.0235812932502,31.0505197334547,30.9587268984495,33.6865585024857,30.8973295979038,30.7228144834555,32.9808077253034,32.8036661046464,2021-05-20,2021-05-27,55
2021-05-31,33.6098788934921,30.8535906772516,18.3545187892103,43.2090683311827,34.5844308798087,35.5780888616134,18.3545187892103,38.1062223145954,34.6857023936418,26.9034323012895,33.7849647198751,27.9784415728879,23.8036118197615,30.9257762617392,20.8996205679457,30.5932164588687,43.2090683311827,35.0495130847227,25.1758096554352,28.5589735217343,18.9570311452186,27.6167922317237,42.3954355943768,29.5998981282137,29.5685572513701,33.9786587691666,35.8981398973431,35.7568018438091,29.3770605357551,2021-05-20,2021-05-27,55
2021-06-01,35.3870795199334,35.828615748446,20.8875092578817,49.7207517951106,37.3036327467944,30.3698975836208,31.355432405411,35.0186585933442,26.7797992559211,20.8875092578817,38.3801062444188,22.241765797242,23.0312664782916,47.590111633451,32.2296874584803,37.8759948112781,26.1781199696795,41.6671245165273,41.1121201132574,46.7311673052881,44.2324630872495,37.8154306998005,49.7207517951106,27.5333818921703,30.1987954516545,32.732175558332,49.7189136415143,38.2712914431127,46.7397959713188,2021-05-20,2021-05-27,55
