"date","obs_chl_ugl","mean","min","max","ens_1","ens_2","ens_3","ens_4","ens_5","ens_6","ens_7","ens_8","ens_9","ens_10","ens_11","ens_12","ens_13","ens_14","ens_15","ens_16","ens_17","ens_18","ens_19","ens_20","ens_21","ens_22","ens_23","ens_24","ens_25","Past","Future","y"
2021-05-25,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,22.5808791716556,2021-05-22,2021-05-29,55
2021-05-26,29.7729988142094,26.2056457795872,23.2666949728301,29.820606400662,29.0501774386553,27.329679884997,29.6470787225243,26.0518373228661,26.5656671069173,25.958374061999,23.2666949728301,23.6396956000346,29.0558492165869,28.5792948732355,28.4719861580733,26.8923778902883,24.4298470329405,26.09334216147,23.6592198645404,23.9102115618709,28.8254456855675,29.820606400662,23.4296008107948,25.0522040809416,25.1673204457585,24.6313935341547,25.7062911586651,24.2755580701693,25.6313904331362,2021-05-22,2021-05-29,55
2021-05-27,23.8562795160715,32.5951566749657,26.80516740052,38.718096432533,27.0707849612981,30.1283670562468,35.6249756902902,31.5824172041319,31.0737403879163,26.80516740052,36.0769091763467,30.5011853261549,33.6173037110481,29.8499214826168,33.1769222195894,32.458275599136,34.1728581942171,36.1474513027695,32.4454511187133,36.1048051725259,33.4386989425863,32.9339096381301,28.5646334495987,31.6382451043984,29.6044743079728,33.985444449336,32.9207982756058,36.2380802704609,38.718096432533,2021-05-22,2021-05-29,55
2021-05-28,20.8075057069101,26.1728795969886,17.4560509863236,32.0858036461911,27.90299871135,24.8219808640247,26.9682826484512,29.2147060600261,26.8215255747707,30.9784920618146,31.7368867737825,27.4601301603284,24.6462518174281,31.6479354941498,26.5184319035948,28.0984990386393,32.0858036461911,30.3285568139693,27.5608563751193,18.7904303332946,22.8255621316499,22.1905316873681,20.8472114050223,27.0747252545079,20.4132766876917,17.4560509863236,23.8070169815901,31.5838649344147,22.5419815792122,2021-05-22,2021-05-29,55
2021-05-29,32.457926806805,30.2403328118882,23.858665029112,35.2769594484894,30.5816158089053,32.14940377318,32.3306582293939,23.858665029112,33.126157191758,33.0671055677478,30.201218254374,29.172353607081,32.6173339986398,24.0337828920582,25.4792427362336,32.7038286445657,33.420309149733,30.1059366172543,35.2769594484894,29.2945045116253,33.6557017873004,30.169860158677,30.701184373075,26.5562405278444,32.3749796798776,32.1777321948931,24.1965588813509,28.0913511263021,30.6656361077328,2021-05-22,2021-05-29,55
2021-05-30,32.2002172111564,32.9424790781676,22.5403304526855,40.2879482808159,26.2940441286626,26.7347035162881,27.8536810882828,32.54515452378,31.7943590914069,33.0099171840278,32.2293629497181,38.3687402898796,34.5744441884973,37.9971936374608,37.0410732027555,22.5403304526855,39.9692266625037,38.4720013144472,36.7081493527143,29.1480023847538,30.7131508556044,35.9960228725723,31.1550511691912,40.2879482808159,28.6414435651799,31.6070872212805,33.2189433235024,27.0559561443891,39.6059895537899,2021-05-22,2021-05-29,55
2021-05-31,33.6098788934921,41.6470670486682,31.5574469414369,52.7476291613009,35.8203288782254,51.5898740513252,48.0346739831278,49.691760098569,38.9544334224358,38.9955524714996,52.7476291613009,39.3595378073779,41.6217477081903,37.8934268710475,38.7823262081949,39.6782977359094,43.8545772709761,51.1936604027163,36.4930401885522,44.3887324733557,38.676361793183,37.5351721964009,36.9072090891975,38.9601773663852,39.5660564188762,41.8700903247927,31.5574469414369,52.188683731647,34.8158796219817,2021-05-22,2021-05-29,55
2021-06-01,35.3870795199334,32.0304694626509,15.7061569404469,45.910452835884,35.6266757391984,34.6293716902284,15.7061569404469,26.1718616149291,33.2717598555848,37.1897263300882,29.685746037861,26.6831990219327,38.2393982578463,30.3491111942706,33.8731681045169,37.2389411403159,45.910452835884,35.1548486141706,27.3678981529953,29.4727242397302,27.6024212558818,31.1541302698681,23.7405928075274,43.1598556780667,34.3107185181555,26.7445882494766,40.179302534533,27.2680558663822,30.0310316163822,2021-05-22,2021-05-29,55
2021-06-02,29.2980985781651,30.4610848125858,19.9784549222416,46.5788642974145,33.9644124771132,33.44694271277,19.9784549222416,30.8341120090172,27.3651994777397,31.5403039222457,33.308848353911,28.5600934816319,27.1211378482886,46.5788642974145,24.5106526955434,34.8644196930558,29.0989354405831,27.1211475820387,31.5847287480134,25.6744558572426,22.5031859581118,29.8797457684139,35.1211701400374,31.6901301867957,25.4554528993855,32.8286310298846,40.2208418980296,29.312559200808,28.9626937143283,2021-05-22,2021-05-29,55
2021-06-03,37.5400573202828,35.5305793631359,21.2441755596541,49.8161076296935,42.8219169790066,28.2148197091166,35.861323879754,40.9266499665498,33.1320792361822,21.2441755596541,21.9520722226656,41.3314392181403,42.7972414968205,28.9249852657775,34.7745827161146,39.9388043177526,44.8294912960252,36.3012485421782,33.8749895784679,41.2556641309217,41.1242760211378,36.6249051188833,49.8161076296935,36.9217921617556,35.6072406053107,28.7943595191134,30.5988958288793,34.8631832370839,25.7322398414117,2021-05-22,2021-05-29,55
